depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_5,lineage_6,lineage_4,2-aminoadipate,3-phosphoglycerate,alpha-glycerophosphate,4-pyridoxate,aconitate,adenine,adipate,alpha-ketoglutarate,AMP,citrate,isocitrate,CMP,cystathionine,cytidine,dCMP,DHAP/glyceraldehyde 3P,erythrose-4-phosphate,F1P/F6P/G1P/G6P,hexoses (HILIC neg),fumarate/maleate/alpha-ketoisovalerate,glucuronate,glutathione oxidized,glutathione reduced,GMP,guanosine,hippurate,hypoxanthine,inosine,kynurenine,lactate,lactose,malate,NAD,NADP,oxalate,pantothenate,PEP,ribose-5-P/ribulose5-P,sorbitol,succinate/methylmalonate,sucrose,thymine,UMP,UDP-galactose/UDP-glucose,uracil,urate,uridine,xanthine,taurocholate,glycodeoxycholate/glycochenodeoxycholate,taurodeoxycholate/taurochenodeoxycholate,phosphocreatine,3-methyladipate/pimelate,6-phosphogluconate,alpha-hydroxybutyrate,2-hydroxyglutarate,inositol,malondialdehyde,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,acetylcholine,creatine,creatinine,thyroxine,trimethylamine-N-oxide,hexoses (HILIC pos),adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cAMP,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,sarcosine,beta-alanine,anserine,C14:0 LPC,C16:1 LPC,C16:0 LPC,C18:2 LPC,C18:1 LPC,C18:0 LPC,C20:4 LPC,C20:3 LPC,C22:6 LPC,C16:0 LPE,C18:1 LPE,C18:0 LPE,C20:4 LPE,C22:6 LPE,C32:2 PC,C32:1 PC,C32:0 PC,C34:4 PC,C34:3 PC,C34:2 PC,C34:1 PC,C36:4 PC-A,C36:4 PC-B,C36:3 PC,C36:2 PC,C36:1 PC,C38:6 PC,C38:5 PC,C38:4 PC,C38:2 PC,C40:6 PC,C14:0 SM,C16:1 SM,C16:0 SM,C18:2 SM,C18:1 SM,C18:0 SM,C22:1 SM,C22:0 SM,C24:1 SM,C24:0 SM,C34:2 DAG,C34:1 DAG,C36:2 DAG,C36:1 DAG,C14:0 CE,C16:1 CE,C16:0 CE,C18:3 CE,C18:2 CE,C18:1 CE,C18:0 CE,C20:5 CE,C20:4 CE,C20:3 CE,C22:6 CE,C46:2 TAG,C46:1 TAG,C46:0 TAG,C48:3 TAG,C48:2 TAG,C48:1 TAG,C48:0 TAG,C50:3 TAG,C50:2 TAG,C50:1 TAG,C50:0 TAG,C52:5 TAG,C52:4 TAG,C52:3 TAG,C52:2 TAG,C52:1 TAG,C54:7 TAG,C54:6 TAG,C54:5 TAG,C54:4 TAG,C54:3 TAG,C54:2 TAG,C54:1 TAG,C56:8 TAG,C56:7 TAG,C56:6 TAG,C56:5 TAG,C56:4 TAG,C56:3 TAG,C56:2 TAG,C58:8 TAG,C58:7 TAG,C58:6 TAG
ACH-000382,CORL24,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,6.3552818,5.9259964,5.351006,5.7691064,5.1902658,5.5945859,6.3465761,5.4978441,5.5414784,4.8429207,5.0700155,6.0859906,6.2496163,6.0710669,6.163105,5.9342863,5.8869892,5.4722674,5.8530496,5.4461573,5.4038835,5.0723155,5.1706212,5.79062,6.1120763,5.5867043,5.8771902,6.2492472,6.3917862,5.1507323,5.2389649,5.4630741,5.3537986,5.4944479,6.1819284,5.2289355,6.021633,5.7749892,5.7282761,5.8076003,6.1080451,6.0744133,5.7413258,5.2718193,5.8739546,5.6710845,5.8848701,5.5875614,6.4570315,5.8171615,4.9582586,5.7785977,6.3230925,6.2647408,6.4437436,5.7895601,5.8839763,5.9728162,5.7697159,5.4466708,5.9373176,5.512122,5.3971005,5.765354,5.4908356,5.8414514,5.9276249,5.6821507,5.9090229,5.5859353,5.4740181,5.5226545,5.5429673,5.4541387,5.5221154,5.5129716,5.495708,5.998969,6.2367243,5.958038,5.0894956,6.5161572,6.4146878,5.5614244,6.4211761,5.7209757,6.3486338,5.6020923,5.3192637,5.5116308,6.3778601,5.8866981,5.5372096,5.6765533,5.9137533,5.5870158,5.5143151,5.9657162,6.0846758,5.887456,7.6509167,5.7142647,5.6371132,5.726145,6.3827647,5.6819837,4.8520286,5.9752262,5.4827062,6.0281674,6.576888,6.2909305,5.8906816,5.9950531,5.8854832,4.1913758,5.8392517,6.148484,5.7969228,6.1176398,5.3800608,5.4893587,5.2559668,5.1363468,5.0173321,6.0995165,6.2714066,6.5522888,6.5986915,6.6420415,6.618275,6.4958391,6.374649,5.9135513,5.2153147,5.9408159,6.4275951,5.709407,5.4039751,6.1827737,4.9374559,5.7271529,5.5340391,5.8320576,5.9063133,5.638096,5.8229224,6.301132,6.4337433,6.1437884,5.5664694,5.9580058,6.2780842,5.8530585,5.4324444,5.7611548,6.152461,5.9800316,6.3303027,5.8822921,5.6078598,5.9834681,6.2733815,5.932843,6.1968953,5.3970491,6.2794376,5.8403988,5.600664,6.2056304,6.1286235,5.954256,6.2396257,5.8073554,5.4853862,5.740176,5.7169737,6.2648571,5.9923282,6.0401744,5.9532397,5.923517,5.3374316,5.3941495,5.519571,5.0759647,4.9258613,5.4701988,5.4503899,5.0324,5.4837256,5.4906872,6.2707271,6.1322225,6.0955486,5.940091,6.2113115,5.9642256,6.0163117,6.2206185,6.0035625,6.0480199,5.8287911,6.6101929,6.3953412,5.9629904,5.9728397,5.9300295,6.7496656,6.6664366,6.627307,6.2594918,5.8011987,5.8554365,5.7094179,6.6269136,6.8402961,6.4773111,6.577317,6.1004304,5.948911,5.4881921,6.7351136,6.8738516,6.5253044
ACH-000187,CORL311,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,6.0077566,5.4292616,5.8929617,5.2082885,5.472359,6.3290852,5.7437487,5.7480496,6.8504034,5.5630237,5.5145435,6.5168373,7.3343141,6.5831384,6.2567093,4.9331623,5.7161671,5.2678907,4.8535978,6.1171895,5.0898926,5.3778376,5.8471347,6.3194267,5.4952846,5.2316378,6.7823515,5.7375394,5.9747759,5.208278,4.704,6.123761,5.9105927,5.5510923,5.9486422,5.9723806,5.6424372,5.0717889,5.1661602,5.7284821,5.9281053,5.8828097,6.8257054,5.7923074,5.5478401,4.8066037,6.5029159,5.2737854,5.8236362,5.3822403,4.0711264,6.3649017,5.9078153,6.0947211,6.0763216,6.606935,6.0852692,5.3253617,6.1512967,6.4128436,5.8480852,5.6576026,5.4658367,6.0937915,5.8839763,6.1804755,6.0491988,5.6071102,5.3880214,4.9576739,5.3875147,5.4901467,5.5082894,5.3837704,5.4801509,5.500614,6.1042998,6.4156669,5.6599083,5.4679463,5.843178,6.1791152,6.037007,6.7905236,5.5725833,5.5594758,5.9607257,5.4101987,5.2968669,5.1817594,6.0102172,5.2014828,6.7059318,5.0827288,5.3494221,5.7839008,5.3092613,5.9835199,5.9411273,5.2190946,8.6385538,6.6260824,5.7697336,5.4820691,6.0663563,5.0486818,5.5498007,5.2490881,5.0383212,5.5787032,6.7374357,5.8074571,5.5097937,6.2236238,5.4404651,3.8097681,5.5477949,6.1556721,5.5518092,5.3601659,5.4115085,4.7160037,5.4884528,5.1987908,6.6216805,5.3023149,5.9486508,5.8435641,6.1913815,6.4471825,6.329841,6.3049463,6.1640352,6.2843538,6.0514354,5.5284535,5.9341477,5.9352667,5.5468475,6.0624722,5.5674784,5.7371045,5.7462249,5.8731233,5.599604,5.8178035,5.9461111,6.001031,6.1473608,5.9874685,6.4162927,6.243671,6.1522309,6.1352135,6.1651318,6.1217012,6.077563,5.7273155,5.9699524,5.9159218,6.0105398,6.1349052,6.0162931,5.8936806,6.1117491,6.0616696,5.9461965,5.8728849,6.1807173,6.0223921,6.1396115,5.915455,5.8094539,5.9647196,6.0370745,5.1396395,4.4851672,5.7855218,6.1399837,6.0514572,6.0619912,5.7301355,5.4232432,5.3070833,5.5093043,5.2146634,5.4185194,5.6762278,5.0682894,5.213301,5.1541791,5.1804711,6.275196,6.4171184,6.071822,6.0343692,6.4218562,6.2773298,6.0945391,6.3677855,6.1784293,5.9968087,6.1067083,6.2885977,6.2788136,6.1032729,5.9240112,5.9794827,5.8802229,6.0150091,6.166619,6.0900663,5.8175867,5.8645899,5.8951162,5.9196694,5.8385176,6.0331503,6.0262086,6.2168686,5.8881596,5.830213,5.7172433,5.7073836,5.7996964
ACH-000695,CORL47,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,5.8967869,5.5624694,5.4955696,6.1981329,5.4054802,5.647883,6.114095,5.6923383,6.1516814,5.6896389,5.8197952,6.2470445,6.1395882,5.884247,5.6871106,5.7420931,5.9399274,5.427183,5.8555382,5.8055233,5.868826,5.5956439,5.8673487,5.9482094,6.2159437,6.1397761,6.4791602,5.7500154,6.2202753,5.9115087,5.5968358,5.7774114,5.5667137,5.9420518,6.3433584,6.3951698,5.7326602,5.1483828,5.8976793,6.0146028,5.8479836,6.2271472,5.6853605,5.2731757,5.8043572,5.9875366,5.7229928,5.7447183,5.7833014,5.9590437,5.9955984,5.6370126,6.1893542,6.169054,6.0021104,6.3495601,5.9972688,6.1413182,5.708007,5.7527249,5.8639335,5.5607663,5.4654885,5.6790553,5.672695,5.8625635,5.6145681,5.635547,5.8173278,5.5908041,5.6047909,5.5091182,5.5153414,5.4542516,5.4397478,5.5075534,5.6407712,6.0554941,6.2887088,5.9124837,5.6068948,6.1668176,6.6347048,6.2792716,6.2221101,5.5155819,6.1485277,5.7985257,5.5790128,5.761254,6.3832593,5.2590595,5.9684128,5.8536185,6.5275448,5.6059298,5.5728889,5.9465904,6.0125503,5.8052386,5.0700266,5.398246,5.8635003,5.7266666,6.2240459,5.9544231,5.8480155,6.7816399,5.7614155,7.1097772,6.7283298,6.1875932,6.5310215,6.5171904,5.5635588,4.1889509,6.0177615,6.3220877,5.4743013,6.1537597,6.0145621,5.7817361,5.7452775,6.2697744,6.8729104,6.1212629,6.1719993,6.4385377,5.9988986,5.6930243,5.8327793,6.114591,6.4174011,5.936918,5.4761869,5.9800435,6.1105924,5.8794471,5.5187647,6.1192635,5.4978082,5.9039951,5.5073936,5.968319,5.7786184,6.207018,6.1155741,5.7645003,5.9310931,6.5412929,5.4986396,5.955955,6.2950032,5.821946,5.8261087,5.802544,6.0810298,5.8806578,6.2270982,5.8013661,5.8859406,6.2020965,6.2174472,6.2192781,6.2278819,5.8373602,5.9596124,5.6163699,5.7488394,5.9124223,6.0639128,6.0616557,6.0084242,5.9046759,5.8340585,5.4542129,5.6171564,6.1989529,5.8241988,5.8839763,6.1177736,5.7243835,5.5249357,5.2894656,5.3960173,5.3882716,5.2432579,5.5092913,5.4927875,5.349605,5.4034956,5.367591,6.0707327,6.1293362,5.9646001,5.6206645,6.019604,6.0229218,5.9297834,5.9687494,5.7417613,5.9492289,5.8479835,6.2119592,6.0594524,5.6985951,5.8850893,5.78933,5.8947289,6.1414443,6.2643059,6.1335932,5.6792676,5.746418,5.7339931,6.4751073,6.1624902,6.232128,6.004562,5.94113,5.7368369,5.5684045,6.3666925,6.1896534,6.3550795
ACH-000743,CORL95,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,5.9241723,5.4967655,5.078642,6.5509611,5.5519417,5.5794029,6.1759291,5.4121323,5.7963267,5.6280525,5.687773,5.9429185,5.5132006,6.1559298,6.217584,5.7049692,5.7952796,5.5554247,6.129938,5.7019046,5.8399296,5.7895733,5.8054104,5.6412861,5.9933306,6.3051769,6.7910188,6.1646146,5.8052667,5.7154222,5.7190657,5.5771887,5.3358676,5.8916566,6.2761215,6.0500889,5.5780786,5.5187778,6.0114184,6.2089866,6.0227725,6.2910541,5.699299,5.1296108,6.1002453,6.0425296,6.0378969,5.9861181,6.1017193,6.2077345,6.309043,5.1292368,6.0980216,6.1707356,6.2639907,6.3924414,6.0125616,5.8677829,5.5844224,5.8398769,6.0444922,5.7214719,5.7030892,5.7961896,5.4837336,5.9912173,5.7270712,5.8408103,5.950371,5.8098217,5.8051225,5.7630865,5.7657669,5.662794,5.687235,5.7305808,5.6725976,6.0588369,6.4352007,5.9088825,5.8910099,6.095817,5.6836046,6.1509159,5.7573283,5.8853632,6.0657028,5.8839763,5.5982205,5.9763831,6.5561096,5.6884884,5.6116639,5.9925188,5.7480495,5.8111993,5.8198179,6.0084441,6.0713737,5.625317,5.1597847,5.2236108,5.9256701,6.1048325,6.2224425,6.3814435,5.574832,6.5896944,5.8494653,5.8178555,5.73441,5.712997,6.3179977,6.2566157,5.8973362,4.7961561,5.8401482,5.7640692,5.9640852,5.9884299,5.463379,5.8817429,5.5655812,5.5437436,6.4528699,6.0654718,6.0341545,6.4614766,6.6182632,6.5491122,6.403266,6.486309,6.204324,6.1700957,5.6379862,5.9293937,6.3329739,6.4693071,6.6279857,6.5744218,6.4615043,6.802452,6.3991505,6.6302992,6.3636399,5.7105301,5.8167579,5.871534,6.4028078,6.4284262,5.2289601,5.6101847,5.8774565,5.4607101,5.3724439,5.5744764,5.9783669,5.7405838,6.1526346,5.7918399,5.6919181,6.1447307,6.1617959,6.1372977,6.2426353,5.7746607,6.2052495,5.9270465,5.9814464,5.9003998,5.8589009,6.1762797,6.1440099,5.7401251,5.6476435,5.8079326,5.7606313,6.1820399,5.7324044,5.8616592,5.8636676,6.2622123,6.4060702,6.5247634,6.4564619,6.5507862,6.2985008,6.3326215,6.4628872,6.4715598,6.5412543,6.2878467,5.8421149,5.8062807,5.9735308,5.8648903,5.6529492,5.6064975,5.7124802,5.6050842,5.5178843,5.6470039,5.4225316,5.9139439,5.9772518,5.528175,5.5531501,5.3491742,5.7226292,5.8868168,5.9799598,5.7430851,5.3774172,5.3598152,5.2734692,5.9176232,6.0112771,6.0616337,6.0097887,5.7289906,5.2116716,5.3775401,5.8517216,5.5691599,6.0014612
ACH-000594,DMS153,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,5.9774019,5.8464247,5.1273453,6.1080735,5.356037,6.2994636,5.7619528,5.7494683,6.6096787,5.4472527,5.4276904,6.1226437,5.800591,6.3582269,6.3820623,6.178619,5.9833762,5.9180109,5.6573124,5.8280208,5.4549045,5.8917297,5.9471749,6.6082187,6.0819652,5.482409,7.0941964,6.5270596,6.3767724,5.1428267,5.310744,5.7673651,5.625561,5.7198566,6.4887238,5.8783393,6.3120612,5.800468,5.2405808,5.3140777,5.6334991,6.2037131,6.5466318,5.5208419,5.4066536,4.1203297,5.1521003,5.2724014,6.1025641,5.7797916,3.7577874,4.6453066,6.1473409,6.248378,6.3679392,5.4061284,6.1297639,5.9394658,5.8498949,5.8367968,5.1954174,6.3796195,5.74358,6.0273525,5.7698934,4.7776317,5.5075476,5.8908164,4.7604335,6.0296598,6.1482141,5.291246,5.0398002,5.7926206,5.6401427,6.0505516,5.5682082,4.7460074,5.0207701,5.3405123,5.8839763,6.4707207,6.4231599,5.9800911,6.3825924,5.4933884,6.2463218,4.9825419,5.0983091,5.2803276,6.1111625,4.8529678,6.0167689,5.3322246,5.6416877,6.1821958,5.4451615,6.4564583,6.7731033,6.0263448,6.3838494,4.3241366,5.0360216,5.7061773,6.6221999,6.2346713,6.0347487,6.1377269,5.7014418,5.9784325,5.5478857,6.2565116,6.0276946,5.9841427,5.3780187,4.7747172,5.8658353,6.0786148,6.1611984,5.7930668,5.1259572,5.4582272,5.3316249,6.4553021,6.0926708,5.6561564,6.3442166,6.4577778,6.3194682,6.3140502,6.4527573,6.3207166,6.4097741,6.0438674,5.6825643,5.7466787,6.3601459,6.0391842,5.6003791,5.7660921,5.5212889,5.6706158,5.964771,5.8358793,6.0583698,6.1476766,6.1597676,6.0014896,6.4165719,6.0396319,5.7020436,5.9376602,5.9072449,6.0437514,6.0318626,5.8655489,6.1401374,6.0683386,6.1956755,6.0525689,5.947419,6.3275352,6.0441782,6.1446049,6.234202,5.9049357,6.2978779,5.6744115,5.4471671,5.7386798,6.2648697,5.8091257,5.7799993,6.097203,6.2312772,6.0482829,6.0903667,6.4365271,5.7607722,5.8578032,6.1038873,5.8179242,5.4905036,5.4858893,5.6352966,5.3186658,5.2012669,5.6209712,5.4217221,5.3165391,5.4375697,5.283124,6.5221611,5.9004318,6.0899181,5.9713317,5.7334637,5.1962246,5.620048,5.5884969,5.5003502,5.5257095,5.7728726,5.8047285,5.5388227,5.3308147,5.6437934,5.6791514,6.0795454,5.9739802,5.6753759,5.5502999,5.6260485,5.7873789,6.0271381,6.5473278,6.1721946,6.079922,6.0802363,5.9708757,5.8487624,5.8900811,6.1722203,6.3369062,6.100512
ACH-000844,DMS454,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,5.8195715,5.1700051,5.3336803,5.9044133,5.3342053,5.755381,6.1309657,5.5793201,5.6646259,5.5302728,5.5886006,5.6608654,5.3680605,5.7675202,5.695125,4.8333495,5.2985919,5.6876636,6.3599542,5.52769,6.0203863,6.1457983,5.6334689,5.3744324,6.421361,6.1314834,7.9787105,6.868515,6.5268867,5.4875586,6.2062275,5.5598554,5.2262743,6.2378573,5.8569855,5.5919768,5.3109348,5.2246644,5.9163373,6.1729972,6.3720762,6.1996932,5.6521838,5.0958991,6.0970728,6.0704235,5.4748871,6.1295174,5.7714688,6.0904502,3.8142091,4.8392638,5.9406007,5.8354733,5.8954456,5.7258142,5.8373427,5.7683268,6.3383213,5.6252433,5.2729447,6.512691,6.5574447,6.4285002,5.9784542,5.0160944,6.0363868,6.9048263,5.9852034,7.0324554,6.465541,6.134156,5.8659061,6.54191,6.3261238,6.8820514,6.1659715,5.4008837,6.3034876,6.0671521,5.457762,5.5133806,5.8737924,5.6365148,5.9980956,6.2045141,5.3518694,5.9827853,6.0355755,6.1079027,6.2464441,6.6274701,5.6505136,6.1910264,5.6030182,6.8237646,6.1498614,6.3935973,6.8978794,5.6949678,5.3962193,5.1399386,6.0463406,6.1964948,6.0088208,6.4066939,4.7579894,6.6813694,6.0413294,5.5274619,6.4782856,5.9345042,5.0096206,6.5362258,6.4861677,4.5997428,5.9414858,5.5835021,7.1922628,5.7814751,5.4777431,5.4067965,5.517725,6.0265505,5.7532255,5.8591487,6.0643068,5.8093373,5.6139892,5.8839763,6.0764088,5.9116665,5.4794386,5.8253308,5.3699847,6.1180957,6.1020984,6.2630383,6.3397707,6.4326461,6.311787,6.4689409,6.266094,6.4208336,6.0880622,5.5975587,5.5463617,5.6945339,6.0432044,6.2256542,4.9412101,5.4901838,5.3396947,5.412984,4.9178866,5.5063719,5.7991707,5.3973171,6.025007,5.8090634,5.694449,5.8650237,5.9880668,5.9710339,5.9531454,5.9059532,5.9447678,5.5990779,5.6208407,5.7024157,5.7761232,5.7805791,5.451083,5.7933993,5.6268815,5.5619314,5.2332804,5.4654006,5.6322665,6.0169506,5.7943136,5.9180002,5.8646922,5.9449082,5.8661365,5.9520077,5.8569052,5.4670095,5.9767635,5.9263755,5.8970615,5.8836751,5.9349506,5.6173216,5.587223,5.8462443,5.6997163,5.6480571,5.6544716,5.8666493,5.7987136,5.7325493,5.4472951,5.9554198,5.9751927,5.961012,5.8324246,5.7642555,6.0921856,6.0977771,6.187743,6.1784336,6.0247221,5.8980639,5.8023265,5.9698592,6.3014352,6.4777329,6.3649559,6.1980418,6.1456853,5.9150596,6.5966132,6.4167738,6.4893929
ACH-000706,EKVX,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,5.7030923,5.7512515,5.4184938,6.0638684,5.7424309,6.0317185,5.8758115,5.7021852,5.6414492,5.9867139,5.8296937,5.9657509,5.4601989,5.7754905,5.7515627,5.5338302,5.8953204,5.8299574,6.0601606,5.9699342,5.8839763,5.9570518,6.0545928,5.7341639,5.6663138,5.855826,5.0208123,5.866927,6.1391577,5.8895974,6.2800916,5.8680766,6.0219519,5.9002553,6.0594541,5.4713387,5.5316975,5.8305504,5.8593114,5.8075088,6.0390923,6.1550465,5.9062261,6.0850742,5.9576649,5.5420377,6.5921932,5.6915353,5.9568456,5.7736546,6.450029,6.1121627,5.8614421,5.9029311,5.5000955,6.0178752,5.9599385,5.6941819,5.620431,5.1092523,6.0557791,5.7187216,5.8512383,6.024447,5.8561619,6.182623,5.9255947,5.9016599,6.2697767,5.8328095,5.8009489,5.8837765,5.9142361,5.7493239,5.7739809,5.7903471,5.7781561,6.0476214,5.858813,5.708668,5.7311243,5.979913,5.5521438,6.477227,5.8426787,5.6612505,6.2259102,5.779185,5.7768297,5.7129848,5.9729715,5.5656997,5.8954586,5.770154,5.5954466,5.9127026,5.6292026,5.7432836,5.7752004,5.3606738,5.0843331,5.9516888,5.7996877,5.5514212,5.8830846,6.1587461,5.8465479,5.4851062,5.693388,5.7746372,5.6420149,5.2394935,6.3472295,5.6405652,5.9680837,7.3736942,5.773386,5.9211455,6.0295259,5.8240012,5.8918994,5.7154171,5.9616622,6.2605072,6.3316693,6.6996568,6.0973007,7.451817,7.7123447,7.7874278,7.6199654,7.7492761,5.9493157,5.2913303,5.9573675,5.7000428,5.6430556,5.9426106,6.0153304,6.2232021,5.9713745,6.100708,5.9385205,6.1054763,6.1363858,5.8174148,5.8232527,5.8369707,5.8250012,5.8784797,6.2064546,6.1290869,5.9294955,6.0284303,5.8633679,5.9797137,5.9573133,5.6659964,5.7154127,5.8436437,5.9550049,6.0806812,5.689288,5.6750205,5.8013524,5.8263788,5.9156494,5.8706957,5.8283578,5.9575781,5.7249222,5.9336223,5.8653724,5.8877047,5.9390231,6.366191,6.4638557,6.3652659,6.4709717,6.5117836,6.1696199,6.3434698,6.157165,6.0922253,6.1237397,6.1810386,6.2008704,6.1393566,6.1161239,6.1638197,6.2247441,6.1478809,6.1185112,6.1812793,5.9957482,6.1723655,6.102324,6.1773453,6.0558473,5.9735113,6.092953,6.0492464,5.8133531,5.5752617,5.613715,5.9587757,5.9159002,5.862566,5.5451187,5.5410582,5.5198556,5.6325314,5.9049061,5.7476276,5.5607651,5.504165,5.4804352,5.6845698,5.1673052,5.3492762,5.6426749,5.5487151,5.2741363,5.411986,5.1913446
ACH-000585,EPLC272H,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,6.0235078,6.1478303,5.4818467,6.2310985,6.1135297,5.1919125,5.8741505,6.3482958,5.4135741,6.1640334,6.2085979,5.5042346,5.5582341,5.7409224,5.4385669,6.093687,5.7793752,5.8467601,5.867887,5.8400361,5.9979646,5.8767033,5.534001,5.8559018,5.2508748,6.1316025,6.3493534,5.7819483,5.6910914,5.9997822,6.117951,5.8595225,5.9213448,6.0994815,5.8677854,5.2879602,6.0567623,6.1232946,5.9998612,6.0127793,5.8196516,6.2380536,6.0353775,5.7918245,6.2085463,6.472968,5.4236585,5.648673,5.9654153,6.190708,6.1720295,6.1392294,5.9091375,6.7305371,5.8540233,6.3659314,5.7457179,6.1549412,5.8678134,5.7166182,5.824483,5.5212947,5.6266686,5.5546303,5.8359112,5.9649392,5.5774782,5.6388802,5.8495135,5.6056031,5.6142423,5.5627738,5.6008937,5.5815335,5.5745229,5.5123949,5.7999252,5.9761245,6.1620447,5.8839763,4.9353289,6.3020864,6.1269464,5.8484894,5.7108351,5.8830216,5.5280212,5.8947481,5.9141144,5.9407504,6.0920716,5.8872317,5.0485181,5.9709515,5.095177,5.6496404,5.6950028,5.8610754,5.9138944,5.3872371,4.668893,5.7424455,5.9349115,5.951613,5.8421052,5.9236618,6.1341881,5.0783772,5.8102477,5.767741,4.6925516,5.9476022,5.6037252,5.8293327,5.7163889,6.9136028,5.6913621,5.8943398,5.6565161,5.7621087,5.8284904,5.6266368,5.5946089,5.5797103,5.7088793,5.841417,5.8768326,6.5144501,6.6592533,6.6949186,6.4828509,6.4411568,5.7055773,5.8700327,5.3653223,5.7501925,5.8585334,5.9585345,6.0101916,6.0846913,5.8705124,6.2123026,5.8143191,6.1856821,5.9673989,5.823154,5.9620167,5.868462,5.7603007,6.1830322,5.5385526,5.6722402,6.0920189,5.7299978,5.8877368,5.6917479,5.7811062,6.0549798,5.885387,5.8434315,5.5844296,5.7843082,5.9644656,5.8643675,5.7899146,5.6208308,6.0040743,5.8079779,5.9248911,5.7458109,5.7029784,5.943586,5.7377279,5.7480437,5.5544129,5.7056175,5.7993538,5.4183166,5.5537993,5.39438,5.6243378,5.9437431,5.9041993,5.9855682,5.9981242,5.9798444,5.9119202,5.8905312,5.9535095,5.9901175,5.9313475,5.9427881,6.1482667,6.367243,6.2232331,6.3427474,6.1001878,6.1186142,6.4103794,6.0520402,5.9340863,6.1381757,6.3503519,6.2832053,6.1371805,5.8990599,5.8709178,6.0931019,6.1259462,6.18339,6.2137723,6.2063417,5.7573542,5.9435158,6.1309496,5.8660786,6.2767353,6.1769879,6.4642706,5.9314735,5.8959211,5.9588933,6.2544613,6.3367264,6.4150003
